StudentID,FirstName,LastName,Class,Term,Math,English,Science,History,Attendance (%),ProjectScore,Passed (Y/N),IncomeStudent,Cohort,Track
1133,Logan,Harris,12A,1,69.0,81.0,91.0,46.0,84.7,75.0,True,False,25-26,Data
1158,Evelyn,Smith,12B,2,64.0,79.0,70.0,83.0,80.9,68.0,True,False,25-26,Data
1126,Alice,Smith,12B,1,53.0,65.0,74.0,72.0,94.9,65.0,True,False,25-26,Data
1140,Ava,Morgan,11B,2,92.0,83.0,75.0,45.0,73.8,65.0,True,True,26-27,Data
1116,Noah,Johnson,12A,1,65.0,71.3,63.0,90.0,78.7,84.0,True,False,26-27,Data
1195,James,Smith,11B,2,71.0,82.0,74.0,100.0,79.2,75.0,True,False,27-28,Data
1029,Noah,Brown,11B,1,66.0,51.0,57.0,74.0,89.6,61.0,True,False,25-26,Data
1124,Daniel,Lee,11B,2,72.0,77.0,58.0,91.0,82.9,88.0,True,False,26-27,Data
1009,Emma,Walker,11B,1,61.0,48.0,66.0,60.0,89.1,65.0,False,True,26-27,Data
1162,Liam,Morgan,12A,1,92.0,96.0,87.0,56.0,97.1,88.0,True,False,27-28,Data
1155,Mia,Morgan,12A,2,70.0,60.0,77.0,95.0,96.4,83.0,True,False,27-28,Data
1188,Mason,Martin,10A,2,85.0,79.0,80.0,59.0,98.1,76.0,True,False,25-26,Data
1084,James,Harris,10B,2,89.0,51.0,68.0,75.0,98.1,80.0,True,True,25-26,Data
1092,Lucas,Walker,12A,2,82.0,59.0,86.0,100.0,90.3,89.0,True,False,25-26,Data
1111,Daniel,Harris,10A,2,100.0,63.0,80.0,45.0,79.4,59.0,True,False,26-27,Data
1174,Ava,Martin,12B,1,78.0,90.0,76.0,78.0,80.5,100.0,True,True,25-26,Data
1183,Liam,Martin,12A,2,99.0,70.0,84.0,97.0,87.8,83.0,True,False,27-28,Data
1042,Mason,Lee,10B,1,62.0,67.0,46.0,64.0,85.8,66.0,False,False,25-26,Data
1011,Olivia,Smith,11A,1,49.0,78.0,100.0,91.0,70.6,75.0,True,False,26-27,Data
1040,Harper,Morgan,11B,1,60.0,66.0,70.0,73.0,91.3,68.0,True,True,26-27,Data
1056,Mason,Harris,11A,1,70.0,78.0,82.0,83.0,88.6,93.0,True,False,25-26,Data
1010,Evelyn,White,10B,1,60.0,93.0,53.0,68.0,77.3,70.0,True,False,26-27,Data
1058,Logan,Morgan,10A,1,72.3,66.0,75.0,88.0,90.8,55.0,True,True,27-28,Data
1153,Isabella,Martin,10A,1,66.0,44.0,66.0,57.0,87.8,61.0,False,False,27-28,Data
1180,Liam,Walker,10B,1,71.0,67.0,74.0,71.0,96.6,62.0,True,False,25-26,Data
1005,Benjamin,Harris,12A,2,65.0,83.0,51.0,66.0,99.6,60.0,True,False,27-28,Data
1008,Isabella,Lee,11A,2,88.0,58.0,85.0,83.0,85.0,59.0,True,True,27-28,Data
1075,Harper,Brown,10B,2,68.0,60.0,62.0,67.0,80.6,66.0,True,False,25-26,Data
1105,Mason,Johnson,10A,2,74.0,51.0,81.0,85.0,90.4,69.0,True,False,25-26,Data
1041,Ethan,Lee,10B,2,43.0,65.0,39.0,71.0,75.9,73.0,False,False,27-28,Data
1078,Emma,Taylor,10B,2,75.0,51.0,43.0,81.0,91.0,60.0,True,False,25-26,Data
1099,Ava,White,12A,2,68.0,75.0,73.0,64.0,67.0,75.0,True,True,27-28,Data
1147,Elijah,Morgan,10A,1,78.0,47.0,59.0,66.0,96.7,57.0,True,True,26-27,Data
1027,Noah,White,10B,2,82.0,42.0,70.0,86.0,95.3,73.0,True,False,26-27,Data
1064,Olivia,White,11B,1,69.0,67.0,81.0,74.0,92.1,65.0,True,True,27-28,Data
1094,Noah,Taylor,12A,1,76.0,47.0,74.0,85.0,85.6,79.0,True,False,26-27,Data
1117,Mia,Martin,10A,2,74.0,68.0,68.0,89.0,85.2,56.0,True,False,27-28,Data
1136,Mia,Lee,11B,1,53.0,45.0,77.0,85.0,84.8,59.0,True,True,26-27,Data
1145,Ethan,Smith,11A,1,70.0,100.0,55.0,85.0,73.1,74.0,True,True,25-26,Data
1166,Benjamin,Martin,11B,1,72.0,67.0,62.0,76.0,86.7,73.0,True,True,25-26,Data
1047,Olivia,Martin,12A,2,88.0,78.0,90.0,57.0,79.7,76.0,True,False,27-28,Data
1032,Olivia,Morgan,12B,1,84.0,57.0,91.0,73.0,72.7,82.0,True,False,25-26,Data
1034,Noah,Walker,10B,1,61.0,63.0,67.0,64.0,100.0,50.0,True,False,25-26,Data
1090,Ava,Smith,11B,2,82.0,42.0,46.0,54.0,82.0,50.0,False,False,27-28,Data
1110,Mason,Taylor,10B,1,68.0,76.0,62.0,70.0,84.4,50.0,True,True,27-28,Data
1002,Alice,Brown,12A,1,97.0,81.0,68.0,97.0,84.1,89.0,True,False,26-27,Data
1067,Elijah,Taylor,10A,2,58.0,69.0,60.0,71.0,100.0,70.0,True,False,27-28,Data
1127,Logan,Martin,12A,1,78.0,100.0,94.0,61.0,79.9,85.0,True,False,27-28,Data
1016,Mason,White,12B,2,44.0,85.0,78.0,63.0,79.7,77.0,True,False,26-27,Data
1021,Olivia,Taylor,12B,1,77.0,90.0,70.0,53.0,79.1,85.0,True,False,25-26,Data
1106,James,Morgan,11A,1,79.0,77.0,91.0,71.0,72.2,82.0,True,False,26-27,Data
1069,Harper,Johnson,11A,2,72.0,64.0,69.0,73.0,93.4,53.0,True,False,27-28,Data
1095,Amelia,White,11A,1,68.0,49.0,70.0,68.0,81.3,59.0,True,True,26-27,Data
1103,Sophia,Walker,10B,1,71.0,56.0,63.0,53.0,87.8,79.0,True,False,27-28,Data
1129,Mia,Walker,11A,1,66.0,84.0,83.0,78.0,97.1,50.0,True,True,26-27,Data
1181,Logan,White,10B,1,60.0,71.0,58.0,72.0,80.5,53.0,True,False,26-27,Data
1050,Logan,Taylor,10A,2,61.0,53.0,57.0,74.0,92.8,52.0,True,False,25-26,Data
1089,Alice,Harris,10A,2,41.0,90.0,88.0,78.0,100.0,85.0,True,False,25-26,Data
1160,Elijah,Johnson,12A,1,80.0,89.0,64.0,92.0,94.2,72.0,True,False,27-28,Data
1193,Sophia,Brown,12A,2,64.0,72.0,77.0,84.0,91.4,68.0,True,False,26-27,Data
1196,Alice,Taylor,12B,2,90.0,82.0,100.0,58.0,85.4,77.0,True,True,27-28,Data
1077,Noah,Smith,11A,2,91.0,87.0,87.0,73.0,90.7,100.0,True,False,25-26,Data
1076,Sophia,Morgan,12A,2,94.0,77.0,80.0,87.0,96.7,76.0,True,False,25-26,Data
1096,Isabella,Smith,12A,2,71.0,72.0,83.0,81.0,75.1,68.0,True,False,26-27,Data
1170,Benjamin,White,11B,2,62.0,65.0,95.0,54.0,100.0,64.0,True,False,26-27,Data
1028,Evelyn,Walker,12A,1,58.0,76.0,74.0,92.0,86.1,75.0,True,False,27-28,Data
1151,Amelia,Smith,11B,1,64.0,52.0,58.0,67.0,76.3,50.0,True,True,25-26,Data
1185,Amelia,Morgan,12B,1,71.0,90.0,100.0,73.0,77.2,100.0,True,False,25-26,Data
1074,Isabella,Morgan,12B,2,72.0,61.0,83.0,77.0,89.6,68.0,True,False,25-26,Data
1109,Mia,Harris,11B,1,76.0,98.0,50.0,76.0,78.1,87.0,True,True,25-26,Data
1134,Harper,Martin,10A,2,100.0,73.0,81.0,60.0,83.3,68.0,True,True,26-27,Data
1132,Isabella,Johnson,11B,2,80.0,63.0,65.0,91.0,92.6,83.0,True,False,26-27,Data
1190,Mason,Brown,11B,1,83.0,69.0,84.0,60.0,80.0,75.0,True,False,27-28,Data
1013,Alice,White,12B,2,90.0,76.0,95.0,91.0,94.8,90.0,True,False,26-27,Data
1018,Mia,Brown,12A,2,100.0,78.0,71.0,100.0,90.6,90.0,True,False,27-28,Data
1175,Daniel,Smith,12A,2,73.0,59.0,77.0,87.0,77.0,71.0,True,False,27-28,Data
1025,Daniel,Walker,11B,1,68.0,87.0,80.0,76.0,78.8,67.0,True,False,25-26,Data
1037,Isabella,Harris,12A,2,73.0,65.0,88.0,46.0,86.0,91.0,True,False,26-27,Data
1080,Evelyn,Taylor,10A,2,70.0,74.0,71.0,100.0,82.6,72.0,True,False,26-27,Data
1148,Elijah,Walker,11B,1,84.0,62.0,72.5,74.0,76.4,72.0,True,False,25-26,Data
1122,Logan,Brown,10A,2,82.0,73.0,67.0,45.0,100.0,71.0,True,True,26-27,Data
1141,Ava,Lee,11A,1,73.0,70.0,60.0,97.0,75.1,79.0,True,False,27-28,Data
2079,Mia,Taylor,11B,1,98.9,55.2,67.6,59.5,82.5,40.2,True,False,26-27,Finance
2115,Ethan,Martin,10B,1,84.3,95.0,99.4,46.9,98.0,52.7,True,False,26-27,Finance
2172,Ava,Martin,12B,1,83.9,90.3,66.9,92.3,81.0,90.6,True,False,25-26,Finance
2063,Sophia,Harris,11B,1,97.0,31.4,32.6,51.3,63.5,54.9,True,False,27-28,Finance
2053,Noah,Johnson,12B,1,99.8,45.5,59.1,68.7,73.7,59.1,True,False,26-27,Finance
2131,Alice,Brown,11B,1,38.7,32.7,40.8,52.4,60.1,41.3,False,False,25-26,Finance
2164,Olivia,Smith,10B,1,62.4,48.0,57.6,50.1,81.6,60.7,True,False,26-27,Finance
2198,Evelyn,Walker,10B,1,98.8,33.3,45.3,88.1,71.4,69.8,True,False,26-27,Finance
2004,Logan,Smith,10B,2,33.9,66.0,53.2,99.4,99.1,51.2,True,True,27-28,Finance
2156,James,Martin,11B,1,63.2,70.4,90.0,85.8,67.9,56.3,True,False,26-27,Finance
2001,Benjamin,Smith,12B,1,60.5,88.9,88.9,70.8,65.0,80.5,True,False,25-26,Finance
2081,Olivia,Harris,11B,2,78.1,66.2,85.2,78.1,86.9,64.9,True,True,27-28,Finance
2098,Isabella,Brown,12B,1,33.4,59.2,84.4,39.1,86.7,92.0,True,True,25-26,Finance
2152,Daniel,Smith,11B,1,69.9,35.1,58.9,36.6,61.3,98.4,True,True,25-26,Finance
2083,Liam,Martin,12B,1,38.6,70.5,66.5,36.1,68.5,54.2,False,True,25-26,Finance
2085,Ethan,Brown,10B,1,55.4,82.6,34.1,96.6,98.1,52.0,True,False,25-26,Finance
2082,Emma,Lee,12B,1,55.6,38.1,90.5,37.8,76.1,95.8,True,True,26-27,Finance
2163,Olivia,Martin,11B,2,62.0,74.8,34.8,37.1,65.8,48.6,True,True,27-28,Finance
2045,Sophia,Morgan,10B,1,56.6,47.6,54.7,52.4,97.5,74.9,True,False,25-26,Finance
2121,Harper,Harris,10B,2,64.1,89.3,52.8,78.8,98.4,74.8,True,True,25-26,Finance
2159,Noah,Harris,10B,1,46.7,99.2,43.8,44.5,83.2,67.3,True,True,27-28,Finance
2022,James,Smith,11B,2,33.5,32.8,50.0,65.7,99.6,73.7,False,False,25-26,Finance
2039,Isabella,Walker,11B,1,68.1,48.1,46.0,97.2,97.8,99.6,True,False,26-27,Finance
2057,Harper,Taylor,12B,2,48.7,83.6,41.3,85.1,80.9,57.0,True,False,26-27,Finance
2065,Olivia,White,12B,1,36.1,91.9,55.4,60.3,82.9,78.6,True,False,27-28,Finance
2199,Benjamin,White,12B,1,77.0,57.3,95.0,65.6,80.4,44.7,True,True,26-27,Finance
2030,Elijah,Harris,10B,2,90.3,93.1,50.6,44.3,62.6,49.4,True,False,26-27,Finance
2191,Mason,White,12B,2,92.4,75.9,62.5,63.9,97.1,61.4,True,False,26-27,Finance
2113,Sophia,Smith,10B,1,42.2,36.4,53.3,44.9,97.8,55.2,False,True,27-28,Finance
2138,Elijah,Smith,12B,2,54.2,81.0,56.3,59.0,80.7,77.8,True,True,27-28,Finance
2015,Lucas,Taylor,12B,1,60.9,96.4,46.0,73.1,94.0,76.3,True,False,26-27,Finance
2059,Alice,Johnson,10B,1,39.0,73.3,45.0,54.2,97.7,43.9,True,False,27-28,Finance
2038,Ethan,White,10B,1,50.1,39.6,42.1,78.7,90.4,58.2,True,True,25-26,Finance
2130,Isabella,Morgan,12B,2,31.4,95.7,87.3,69.0,65.3,98.8,True,False,26-27,Finance
2142,Logan,White,10B,2,67.9,94.6,89.0,74.5,80.0,45.4,True,True,25-26,Finance
2003,Olivia,Morgan,11B,2,64.0,39.4,33.7,89.2,70.8,50.5,True,False,26-27,Finance
2100,Lucas,Walker,11B,1,83.6,58.1,69.5,92.0,98.3,66.1,True,False,27-28,Finance
2154,Elijah,Smith,11B,2,48.0,66.5,57.7,49.7,80.1,79.9,True,False,26-27,Finance
2023,Mia,Harris,10B,1,37.8,35.4,91.5,64.9,93.2,60.7,True,True,25-26,Finance
2125,Logan,White,12B,1,32.2,59.1,89.7,79.9,91.4,96.7,True,True,27-28,Finance
2178,Isabella,Johnson,11B,2,30.0,32.7,76.6,66.2,93.1,71.7,True,True,27-28,Finance
2087,Isabella,Walker,11B,1,88.4,43.5,49.8,31.5,86.8,98.7,True,False,26-27,Finance
2112,Logan,Brown,10B,1,43.1,60.6,86.2,87.6,71.8,61.8,True,False,25-26,Finance
2123,Lucas,Morgan,10B,1,88.6,52.9,79.8,92.4,85.0,56.5,True,True,27-28,Finance
2061,Alice,Smith,11B,1,54.9,85.2,65.4,93.7,63.7,90.9,True,False,27-28,Finance
2149,Alice,Johnson,10B,2,90.1,44.2,41.9,49.2,82.9,48.4,True,False,25-26,Finance
2033,Alice,Martin,12B,1,56.2,62.7,52.3,75.0,99.5,64.9,True,False,26-27,Finance
2197,Mia,Smith,12B,2,84.3,64.9,57.0,47.7,87.1,76.2,True,True,27-28,Finance
2019,Alice,Smith,12B,1,99.9,38.1,77.3,68.2,78.5,75.7,True,True,26-27,Finance
2024,Ava,Lee,12B,1,30.6,34.7,55.6,63.5,77.2,63.2,False,True,27-28,Finance
2062,Amelia,Morgan,12B,2,69.1,99.1,47.5,47.4,73.8,71.9,True,True,26-27,Finance
2120,Olivia,Johnson,12B,2,87.7,78.9,98.1,34.8,77.7,69.7,True,True,25-26,Finance
2137,Mason,Harris,11B,2,39.7,79.0,76.2,94.8,75.4,90.5,True,False,27-28,Finance
2150,Logan,Lee,10B,1,71.0,63.8,83.8,78.9,79.2,84.3,True,False,25-26,Finance
2060,Daniel,Martin,10B,1,43.2,77.1,40.6,35.8,88.1,92.7,False,True,26-27,Finance
2102,Amelia,Brown,12B,1,40.9,38.3,55.0,94.6,96.1,85.5,True,False,26-27,Finance
2146,Noah,Brown,10B,2,73.4,45.3,98.3,31.1,93.0,81.7,True,True,26-27,Finance
2176,Ava,Walker,11B,2,54.3,91.9,74.6,74.8,87.0,44.5,True,True,27-28,Finance
2017,Ava,Martin,10B,2,72.7,50.3,35.0,70.6,67.8,77.9,True,False,25-26,Finance
2020,Ethan,Martin,11B,2,97.2,84.3,74.6,48.2,63.1,60.4,True,False,26-27,Finance
2054,Amelia,Johnson,10B,1,82.0,96.0,57.9,53.3,91.6,50.3,True,False,25-26,Finance
2073,Alice,White,12B,1,45.1,78.1,67.8,60.2,70.2,55.6,True,False,27-28,Finance
2051,Liam,Lee,12B,2,79.1,58.9,37.8,36.4,62.1,97.1,True,True,25-26,Finance
2048,Isabella,Taylor,11B,1,46.1,68.8,67.4,64.8,65.9,82.6,True,False,26-27,Finance
2046,James,Brown,12B,2,75.3,88.0,44.0,43.9,75.8,78.0,True,False,27-28,Finance
2072,Evelyn,Lee,12B,2,49.0,96.0,86.5,59.3,65.8,53.9,True,False,25-26,Finance
2128,Sophia,Martin,10B,2,31.7,45.2,40.8,97.3,77.6,61.3,True,False,25-26,Finance
2182,Benjamin,Harris,11B,2,71.0,67.7,59.0,99.2,70.3,93.5,True,True,27-28,Finance
